Tm,Season,Player,Points,ATOI,+/-
TOR,2022,Mitch Marner,3562.0,0.0,23.0
TOR,2022,William Nylander,3446.0,0.0,-9.0
TOR,2022,John Tavares,2749.0,0.0,-8.0
TOR,2022,Michael Bunting,2340.0,0.0,27.0
TOR,2023,William Nylander,4047.0,0.0,10.0
TOR,2023,Auston Matthews,4045.0,0.0,31.0
TOR,2023,John Tavares,3644.0,0.0,-7.0
TOR,2023,Mitch Marner,3069.0,0.0,18.0
TOR,2023,Michael Bunting,2326.0,0.0,21.0
TOT,2018,Evander Kane,2925.0,0.0,-9.0
TOT,2018,Matt Duchene,2732.0,0.0,-22.0
TOT,2018,Thomas Vanek,2432.0,0.0,-3.0
TOT,2018,Adam Henrique,2426.0,0.0,11.0
TOT,2018,J.T. Miller,2335.0,0.0,-4.0
TOT,2019,Mark Stone,3340.0,0.0,17.0
TOT,2019,Matt Duchene,3139.0,0.0,-3.0
TOT,2019,Ryan Dzingel,2630.0,0.0,-9.0
TOT,2019,Nino Niederreiter,2330.0,0.0,-4.0
TOT,2019,Gustav Nyquist,2238.0,0.0,1.0
TOT,2020,Jean-Gabriel Pageau,2616.0,0.0,4.0
TOT,2020,Tyler Toffoli,2420.0,0.0,-1.0
TOT,2020,Blake Coleman,2111.0,0.0,0.0
TOT,2020,Jason Zucker,2021.0,0.0,-4.0
TOT,2020,Vladislav Namestnikov,1714.0,0.0,-5.0
TOT,2021,Jakub Vrána,1917.0,0.0,10.0
TOT,2021,Jeff Carter,1713.0,0.0,3.0
TOT,2021,Anthony Mantha,1514.0,0.0,-14.0
TOT,2021,Patrik Laine,1212.0,0.0,-28.0
TOT,2021,Mattias Janmark,1113.0,0.0,-12.0
TOT,2022,Brandon Hagel,2519.0,0.0,-18.0
TOT,2022,Claude Giroux,2144.0,0.0,-5.0
TOT,2022,Andrew Copp,2132.0,0.0,15.0
TOT,2022,Tyler Toffoli,2029.0,0.0,-5.0
TOT,2022,Rickard Rakell,2021.0,0.0,0.0
TOT,2023,Timo Meier,4026.0,0.0,-19.0
TOT,2023,Bo Horvat,3832.0,0.0,-1.0
TOT,2023,Nino Niederreiter,2417.0,0.0,-13.0
TOT,2023,Patrick Kane,2136.0,0.0,-22.0
TOT,2023,Max Domi,2036.0,0.0,-15.0
Tm,2018,Player,0.0,0.0,0.0
Tm,2018,Player,0.0,0.0,0.0
Tm,2018,Player,0.0,0.0,0.0
Tm,2018,Player,0.0,0.0,0.0
Tm,2018,Player,0.0,0.0,0.0
Tm,2019,Player,0.0,0.0,0.0
Tm,2019,Player,0.0,0.0,0.0
Tm,2019,Player,0.0,0.0,0.0
Tm,2019,Player,0.0,0.0,0.0
Tm,2019,Player,0.0,0.0,0.0
Tm,2020,Player,0.0,0.0,0.0
Tm,2020,Player,0.0,0.0,0.0
Tm,2020,Player,0.0,0.0,0.0
Tm,2020,Player,0.0,0.0,0.0
Tm,2020,Player,0.0,0.0,0.0
Tm,2021,Player,0.0,0.0,0.0
Tm,2021,Player,0.0,0.0,0.0
Tm,2021,Player,0.0,0.0,0.0
Tm,2021,Player,0.0,0.0,0.0
Tm,2021,Player,0.0,0.0,0.0
Tm,2022,Player,0.0,0.0,0.0
Tm,2022,Player,0.0,0.0,0.0
Tm,2022,Player,0.0,0.0,0.0
Tm,2022,Player,0.0,0.0,0.0
Tm,2022,Player,0.0,0.0,0.0
Tm,2023,Player,0.0,0.0,0.0
Tm,2023,Player,0.0,0.0,0.0
Tm,2023,Player,0.0,0.0,0.0
Tm,2023,Player,0.0,0.0,0.0
Tm,2023,Player,0.0,0.0,0.0
VAN,2018,Brock Boeser,2926.0,0.0,-5.0
VAN,2018,Daniel Sedin*,2332.0,0.0,-21.0
VAN,2018,Bo Horvat,2222.0,0.0,-1.0
VAN,2018,Thomas Vanek,1724.0,0.0,-12.0
VAN,2018,Sven Baertschi,1415.0,0.0,3.0
VAN,2019,Elias Pettersson,2838.0,0.0,3.0
VAN,2019,Bo Horvat,2734.0,0.0,-4.0
VAN,2019,Brock Boeser,2630.0,0.0,-2.0
VAN,2019,Jake Virtanen,1510.0,0.0,-4.0
VAN,2019,Markus Granlund,1210.0,0.0,-4.0
VAN,2020,J.T. Miller,2745.0,0.0,11.0
VAN,2020,Elias Pettersson,2739.0,0.0,16.0
VAN,2020,Bo Horvat,2231.0,0.0,-15.0
VAN,2020,Tanner Pearson,2124.0,0.0,-4.0
VAN,2020,Jake Virtanen,1818.0,0.0,-4.0
VAN,2021,Brock Boeser,2326.0,0.0,-3.0
VAN,2021,Bo Horvat,1920.0,0.0,-6.0
VAN,2021,J.T. Miller,1531.0,0.0,-7.0
VAN,2021,Nils Höglander,1314.0,0.0,-4.0
VAN,2021,Elias Pettersson,1011.0,0.0,0.0
VAN,2022,J.T. Miller,3267.0,0.0,15.0
VAN,2022,Elias Pettersson,3236.0,0.0,1.0
VAN,2022,Bo Horvat,3121.0,0.0,3.0
VAN,2022,Brock Boeser,2323.0,0.0,-5.0
VAN,2022,Conor Garland,1933.0,0.0,18.0
VAN,2023,Elias Pettersson,3963.0,0.0,16.0
VAN,2023,Andrei Kuzmenko,3935.0,0.0,9.0
VAN,2023,J.T. Miller,3250.0,0.0,-7.0
VAN,2023,Bo Horvat,3123.0,0.0,3.0
VAN,2023,Brock Boeser,1837.0,0.0,-20.0
VEG,2018,William Karlsson,4335.0,0.0,49.0
VEG,2018,Erik Haula,2926.0,0.0,-16.0
VEG,2018,Jonathan Marchessault,2748.0,0.0,36.0
VEG,2018,James Neal,2519.0,0.0,-11.0
VEG,2018,Reilly Smith,2238.0,0.0,31.0
VEG,2019,Jonathan Marchessault,2534.0,0.0,2.0
VEG,2019,William Karlsson,2432.0,0.0,1.0
VEG,2019,Cody Eakin,2219.0,0.0,19.0
VEG,2019,Max Pacioretty,2218.0,0.0,-13.0
VEG,2019,Alex Tuch,2032.0,0.0,13.0
VEG,2020,Max Pacioretty,3234.0,0.0,18.0
VEG,2020,Reilly Smith,2727.0,0.0,17.0
VEG,2020,Jonathan Marchessault,2225.0,0.0,6.0
VEG,2020,Mark Stone,2142.0,0.0,15.0
VEG,2020,Paul Stastny,1721.0,0.0,6.0
VEG,2021,Max Pacioretty,2427.0,0.0,20.0
VEG,2021,Mark Stone,2140.0,0.0,26.0
VEG,2021,Jonathan Marchessault,1826.0,0.0,19.0
VEG,2021,Alex Tuch,1815.0,0.0,16.0
VEG,2021,William Karlsson,1425.0,0.0,19.0
VEG,2022,Jonathan Marchessault,3036.0,0.0,3.0
VEG,2022,Chandler Stephenson,2143.0,0.0,5.0
VEG,2022,Evgenii Dadonov,2023.0,0.0,4.0
VEG,2022,Max Pacioretty,1918.0,0.0,8.0
VEG,2022,Reilly Smith,1622.0,0.0,4.0
VEG,2023,Jonathan Marchessault,2829.0,0.0,2.0
VEG,2023,Jack Eichel,2739.0,0.0,26.0
VEG,2023,Reilly Smith,2630.0,0.0,11.0
VEG,2023,Mark Stone,1721.0,0.0,11.0
VEG,2023,Chandler Stephenson,1649.0,0.0,12.0
WPG,2018,Patrik Laine,4426.0,0.0,8.0
WPG,2018,Kyle Connor,3126.0,0.0,8.0
WPG,2018,Nikolaj Ehlers,2931.0,0.0,14.0
WPG,2018,Blake Wheeler,2368.0,0.0,13.0
WPG,2018,Mark Scheifele,2337.0,0.0,19.0
WPG,2019,Mark Scheifele,3846.0,0.0,8.0
WPG,2019,Kyle Connor,3432.0,0.0,-7.0
WPG,2019,Patrik Laine,3020.0,0.0,-24.0
WPG,2019,Nikolaj Ehlers,2116.0,0.0,2.0
WPG,2019,Blake Wheeler,2071.0,0.0,0.0
WPG,2020,Kyle Connor,3835.0,0.0,4.0
WPG,2020,Mark Scheifele,2944.0,0.0,2.0
WPG,2020,Patrik Laine,2835.0,0.0,8.0
WPG,2020,Nikolaj Ehlers,2533.0,0.0,14.0
WPG,2020,Blake Wheeler,2243.0,0.0,1.0
WPG,2021,Kyle Connor,2624.0,0.0,-4.0
WPG,2021,Mark Scheifele,2142.0,0.0,-4.0
WPG,2021,Nikolaj Ehlers,2125.0,0.0,15.0
WPG,2021,Blake Wheeler,1531.0,0.0,-17.0
WPG,2021,Andrew Copp,1524.0,0.0,2.0
WPG,2022,Kyle Connor,4746.0,0.0,-3.0
WPG,2022,Mark Scheifele,2941.0,0.0,-17.0
WPG,2022,Pierre-Luc Dubois,2832.0,0.0,-6.0
WPG,2022,Nikolaj Ehlers,2827.0,0.0,18.0
WPG,2022,Paul Stastny,2124.0,0.0,14.0
WPG,2023,Mark Scheifele,4226.0,0.0,-16.0
WPG,2023,Kyle Connor,3149.0,0.0,-11.0
WPG,2023,Pierre-Luc Dubois,2736.0,0.0,5.0
WPG,2023,Josh Morrissey,1660.0,0.0,2.0
WPG,2023,Blake Wheeler,1639.0,0.0,-3.0
WSH,2018,Alex Ovechkin,4938.0,0.0,3.0
WSH,2018,Evgeny Kuznetsov,2756.0,0.0,3.0
WSH,2018,Nicklas Bäckström,2150.0,0.0,5.0
WSH,2018,T.J. Oshie,1829.0,0.0,2.0
WSH,2018,Lars Eller,1820.0,0.0,-6.0
WSH,2019,Alex Ovechkin,5138.0,0.0,7.0
WSH,2019,T.J. Oshie,2529.0,0.0,5.0
WSH,2019,Jakub Vrána,2423.0,0.0,20.0
WSH,2019,Nicklas Bäckström,2252.0,0.0,2.0
WSH,2019,Brett Connolly,2224.0,0.0,13.0
WSH,2020,Alex Ovechkin,4819.0,0.0,-12.0
WSH,2020,T.J. Oshie,2623.0,0.0,4.0
WSH,2020,Jakub Vrána,2527.0,0.0,3.0
WSH,2020,Tom Wilson,2123.0,0.0,-3.0
WSH,2020,Evgeny Kuznetsov,1933.0,0.0,-2.0
WSH,2021,Alex Ovechkin,2418.0,0.0,-7.0
WSH,2021,T.J. Oshie,2221.0,0.0,-3.0
WSH,2021,Nicklas Bäckström,1538.0,0.0,0.0
WSH,2021,Tom Wilson,1320.0,0.0,1.0
WSH,2021,Jakub Vrána,1114.0,0.0,9.0
WSH,2022,Alex Ovechkin,5040.0,0.0,8.0
WSH,2022,Evgeny Kuznetsov,2454.0,0.0,7.0
WSH,2022,Tom Wilson,2428.0,0.0,13.0
WSH,2022,Conor Sheary,1924.0,0.0,-2.0
WSH,2022,John Carlson,1754.0,0.0,13.0
WSH,2023,Alex Ovechkin,4233.0,0.0,-16.0
WSH,2023,Dylan Strome,2342.0,0.0,-4.0
WSH,2023,T.J. Oshie,1916.0,0.0,-18.0
WSH,2023,Conor Sheary,1522.0,0.0,9.0
WSH,2023,Marcus Johansson,1315.0,0.0,-3.0
